Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1701399,-,-,-,13.09,30.86,3,482,3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Temperature,Clearsky GHI,cloud fill flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2013,1,1,0,30,0,0,16.5,0,0,0,-4.1000000000000005,0,0,0,0,24.01,165.44,0.32,958,1,348,3.4000000000000004
2013,1,1,1,30,0,0,15.600000000000001,0,0,0,-4,0,0,0,0,25.71,169.46,0.32,958,1.1,348,3.4000000000000004
2013,1,1,2,30,0,0,14.8,0,0,0,-3.8000000000000003,0,0,0,0,27.53,159.63,0.32,958,1.1,348,3.4000000000000004
2013,1,1,3,30,0,0,14.100000000000001,0,0,0,-3.5,0,0,0,0,29.35,146.51,0.32,958,1.1,347,3.4000000000000004
2013,1,1,4,30,0,0,13.5,0,0,0,-3.3000000000000003,0,0,0,0,31.11,132.82,0.32,958,1.1,347,3.4000000000000004
2013,1,1,5,30,0,0,12.9,0,0,0,-3,0,0,0,0,32.99,119.03,0.32,958,1.1,348,3.1
2013,1,1,6,30,0,0,12.4,0,0,0,-2.7,0,0,0,0,34.79,105.29,0.32,959,1.1,349,2.9000000000000004
2013,1,1,7,30,0,0,12.700000000000001,0,0,0,-2.5,0,0,0,0,34.69,91.73,0.32,959,1.1,351,3.1
2013,1,1,8,30,72,417,15,156,0,0,-2.3000000000000003,72,417,0,156,30.38,78.42,0.32,960,1.1,353,3.6
2013,1,1,9,30,113,684,19,394,0,0,-1.9000000000000001,113,684,0,394,24.21,65.8,0.32,960,1.1,272,3.7
2013,1,1,10,30,139,803,23.700000000000003,609,0,0,-1.8,139,803,0,609,18.26,54.15,0.32,960,1.1,20,4.9
2013,1,1,11,30,158,859,26.5,773,0,0,-2,158,859,0,773,15.290000000000001,44.29,0.32,960,1.1,25,4.6000000000000005
2013,1,1,12,30,153,916,28.6,878,0,0,-2.1,153,916,0,878,13.39,37.71,0.32,959,1.1,28,4.3
2013,1,1,13,30,155,920,30,897,0,0,-2,155,920,0,897,12.44,36.230000000000004,0.32,958,1.1,32,3.9000000000000004
2013,1,1,14,30,153,900,30.900000000000002,838,0,0,-1.6,153,900,0,838,12.15,40.42,0.32,957,1.1,33,3.6
2013,1,1,15,30,142,855,31,705,0,0,-1.3,142,855,0,705,12.42,48.85,0.32,956,1.1,32,3.4000000000000004
2013,1,1,16,30,125,766,30.3,511,0,0,-1,125,766,0,511,13.17,59.730000000000004,0.32,956,1.1,28,3
2013,1,1,17,30,95,589,27.900000000000002,278,0,0,0,95,589,0,278,16.28,71.94,0.32,956,1.1,21,2.2
2013,1,1,18,30,39,175,23.700000000000003,54,0,0,0.9,39,175,0,54,22.240000000000002,84.82000000000001,0.32,957,1.1,9,1.6
2013,1,1,19,30,0,0,22,0,0,0,0.1,0,0,0,0,23.31,98.38,0.32,957,1.1,91,1.9000000000000001
2013,1,1,20,30,0,0,21.200000000000003,0,0,0,-0.4,0,0,0,0,23.62,112.05,0.32,958,1.1,357,2.3000000000000003
2013,1,1,21,30,0,0,20.5,0,0,0,-1.1,0,0,0,0,23.38,125.84,0.32,959,1.1,354,2.7
2013,1,1,22,30,0,0,19.8,0,0,0,-2.1,0,0,0,0,22.740000000000002,139.62,0.32,959,1.1,353,3.4000000000000004
2013,1,1,23,30,0,0,18.900000000000002,0,0,0,-2.9000000000000004,0,0,0,0,22.7,153.14000000000001,0.32,959,1.1,353,4
2013,1,2,0,30,0,0,17.900000000000002,0,0,0,-3,0,0,0,0,23.87,165.41,0.32,959,1.1,354,4.3
2013,1,2,1,30,0,0,16.900000000000002,0,0,0,-2.8000000000000003,0,0,0,0,25.96,169.58,0.32,958,1.1,354,4.3
2013,1,2,2,30,0,0,16.2,0,0,0,-2.4000000000000004,0,0,0,0,27.95,159.76,0.32,958,1.2000000000000002,354,4.4
2013,1,2,3,30,0,0,15.700000000000001,0,0,0,-2.1,0,0,0,0,29.48,146.63,0.32,958,1.2000000000000002,354,4.4
2013,1,2,4,30,0,0,15.200000000000001,0,0,0,-1.8,0,0,0,0,30.96,132.94,0.32,958,1.3,355,4.3
2013,1,2,5,30,0,0,14.8,0,0,0,-1.7000000000000002,0,0,0,0,32.19,119.13,0.32,959,1.3,268,4
2013,1,2,6,30,0,0,14.4,0,0,0,-1.5,0,0,0,0,33.39,105.38,0.32,959,1.4000000000000001,1,3.9000000000000004
2013,1,2,7,30,0,0,14.700000000000001,0,0,0,-1.3,0,0,0,0,33.17,91.81,0.32,960,1.4000000000000001,2,4.2
2013,1,2,8,30,84,283,16.900000000000002,141,0,0,-1.1,84,283,0,141,29.44,78.5,0.32,961,1.5,4,4.7
2013,1,2,9,30,146,544,20.3,368,0,0,-0.4,146,544,0,368,24.96,65.86,0.32,961,1.6,8,4.800000000000001
2013,1,2,10,30,187,663,23.8,576,0,0,0.8,187,663,0,576,21.92,54.18,0.32,961,1.7000000000000002,14,5.1000000000000005
2013,1,2,11,30,218,719,27,732,0,0,2.8000000000000003,218,719,0,732,20.92,44.29,0.32,960,1.8,25,5.6000000000000005
2013,1,2,12,30,245,728,29.6,821,0,0,4.800000000000001,245,728,0,821,20.73,37.660000000000004,0.32,959,1.9000000000000001,33,5.800000000000001
2013,1,2,13,30,261,712,31.3,836,0,0,5.9,261,712,0,836,20.39,36.13,0.32,958,1.9000000000000001,34,5.7
2013,1,2,14,30,265,664,32.2,772,0,0,6.4,265,664,0,772,19.93,40.29,0.32,957,2,30,5.5
2013,1,2,15,30,177,746,32.300000000000004,669,0,0,6.300000000000001,177,746,0,669,19.76,48.71,0.32,956,2,25,5.5
2013,1,2,16,30,158,638,31.700000000000003,481,0,0,6.1000000000000005,158,638,0,481,20.19,59.59,0.32,956,1.9000000000000001,23,5.300000000000001
2013,1,2,17,30,118,444,29.6,257,0,0,6,118,444,0,257,22.54,71.8,0.32,956,1.8,20,4.2
2013,1,2,18,30,39,83,26.200000000000003,47,0,0,5.800000000000001,39,83,0,47,27.150000000000002,84.7,0.32,957,1.7000000000000002,15,2.9000000000000004
2013,1,2,19,30,0,0,24.700000000000003,0,0,0,5.2,0,0,0,0,28.47,98.26,0.32,957,1.6,10,3.4000000000000004
2013,1,2,20,30,0,0,23.900000000000002,0,0,0,4.5,0,0,0,0,28.5,111.93,0.32,958,1.5,6,4.2
2013,1,2,21,30,0,0,22.8,0,0,0,3.7,0,0,0,0,28.67,125.73,0.32,958,1.5,92,4.6000000000000005
2013,1,2,22,30,0,0,21.700000000000003,0,0,0,2.8000000000000003,0,0,0,0,28.89,139.52,0.32,959,1.5,358,4.7
2013,1,2,23,30,0,0,20.700000000000003,0,0,0,2.2,0,0,0,0,29.400000000000002,153.06,0.32,959,1.5,354,4.6000000000000005
2013,1,3,0,30,0,0,19.700000000000003,0,0,0,1.7000000000000002,0,0,0,0,30.16,165.39000000000001,0.32,959,1.5,352,4.6000000000000005
2013,1,3,1,30,0,0,18.900000000000002,0,0,0,1.1,0,0,0,0,30.43,169.70000000000002,0.32,958,1.6,350,4.7
2013,1,3,2,30,0,0,18,0,0,0,0.6000000000000001,0,0,0,0,31.05,159.9,0.32,958,1.6,349,4.6000000000000005
2013,1,3,3,30,0,0,17.2,0,0,0,0.2,0,0,0,0,31.59,146.76,0.32,958,1.6,349,4.6000000000000005
2013,1,3,4,30,0,0,16.5,0,0,0,-0.1,0,0,0,0,32.34,133.05,0.32,958,1.6,350,4.6000000000000005
2013,1,3,5,30,0,0,16,0,0,0,-0.2,0,0,0,0,33.08,119.23,0.32,959,1.5,355,4.800000000000001
2013,1,3,6,30,0,0,15.600000000000001,0,0,0,-0.30000000000000004,0,0,0,0,33.74,105.47,0.32,960,1.5,357,4.9
2013,1,3,7,30,0,0,15.9,0,0,0,-0.5,0,0,0,0,32.78,91.89,0.32,960,1.5,270,5.1000000000000005
2013,1,3,8,30,94,192,17.900000000000002,133,0,0,-0.6000000000000001,94,192,0,133,28.55,78.56,0.32,961,1.5,3,5.6000000000000005
2013,1,3,9,30,168,467,21.1,358,0,0,-0.6000000000000001,168,467,0,358,23.5,65.91,0.32,961,1.5,7,6.1000000000000005
2013,1,3,10,30,209,616,24.3,570,0,0,1.1,209,616,0,570,21.88,54.2,0.32,961,1.5,13,6.2
2013,1,3,11,30,235,699,27.3,736,0,0,4.800000000000001,235,699,0,736,23.81,44.28,0.32,961,1.4000000000000001,21,6.1000000000000005
2013,1,3,12,30,202,815,30,848,0,0,6.9,202,815,0,848,23.44,37.6,0.32,959,1.4000000000000001,28,6
2013,1,3,13,30,212,812,32.1,869,0,0,6.9,212,812,0,869,20.8,36.02,0.32,958,1.3,35,6
2013,1,3,14,30,214,782,33.2,811,0,0,5.800000000000001,214,782,0,811,18.11,40.160000000000004,0.32,957,1.3,36,5.9
2013,1,3,15,30,172,786,33.4,692,0,0,4.800000000000001,172,786,0,692,16.76,48.56,0.32,957,1.3,34,5.800000000000001
2013,1,3,16,30,154,676,32.7,498,0,0,4.2,154,676,0,498,16.740000000000002,59.45,0.32,956,1.3,31,5.5
2013,1,3,17,30,119,468,30.400000000000002,267,0,0,4.3,119,468,0,267,19.18,71.67,0.32,957,1.3,24,4.1000000000000005
2013,1,3,18,30,42,86,26.5,50,0,0,4.7,42,86,0,50,24.77,84.57000000000001,0.32,957,1.4000000000000001,14,2.6
2013,1,3,19,30,0,0,25.1,0,0,0,4.800000000000001,0,0,0,0,26.95,98.14,0.32,958,1.4000000000000001,6,3.1
2013,1,3,20,30,0,0,24.5,0,0,0,5,0,0,0,0,28.34,111.82000000000001,0.32,959,1.5,2,3.9000000000000004
2013,1,3,21,30,0,0,23.8,0,0,0,5.2,0,0,0,0,30.080000000000002,125.63000000000001,0.32,959,1.5,1,4.5
2013,1,3,22,30,0,0,22.8,0,0,0,5.6000000000000005,0,0,0,0,32.7,139.43,0.32,959,1.5,2,4.7
2013,1,3,23,30,0,0,21.700000000000003,0,0,0,5.9,0,0,0,0,35.92,152.99,0.32,959,1.5,90,4.5
2013,1,4,0,30,0,0,20.5,0,0,0,6.300000000000001,0,0,0,0,39.58,165.37,0.32,959,1.5,355,4.3
2013,1,4,1,30,0,0,19.5,0,0,0,6.6000000000000005,0,0,0,0,42.980000000000004,169.83,0.32,959,1.5,351,4.3
2013,1,4,2,30,0,0,18.6,0,0,0,6.800000000000001,0,0,0,0,46.31,160.04,0.32,959,1.5,348,4.3
2013,1,4,3,30,0,0,17.8,0,0,0,7.1000000000000005,0,0,0,0,49.410000000000004,146.88,0.32,959,1.4000000000000001,348,4.3
2013,1,4,4,30,0,0,17.1,0,0,0,7.1000000000000005,0,0,0,0,51.67,133.16,0.32,959,1.4000000000000001,350,4.1000000000000005
2013,1,4,5,30,0,0,16.400000000000002,0,0,0,6.800000000000001,0,0,0,0,52.93,119.33,0.32,959,1.3,354,3.8000000000000003
2013,1,4,6,30,0,0,15.8,0,0,0,6.300000000000001,0,0,0,0,53.32,105.56,0.32,960,1.3,356,3.6
2013,1,4,7,30,0,0,15.9,0,0,0,5.7,0,0,0,0,50.85,91.97,0.32,960,1.2000000000000002,358,3.7
2013,1,4,8,30,87,277,18.1,141,0,0,5,87,277,0,141,42.12,78.63,0.32,961,1.2000000000000002,273,4.3
2013,1,4,9,30,145,560,21.6,373,0,0,3.2,145,560,0,373,29.87,65.95,0.32,961,1.2000000000000002,18,5.1000000000000005
2013,1,4,10,30,179,695,25.200000000000003,586,0,0,1.6,179,695,0,586,21.45,54.230000000000004,0.32,961,1.2000000000000002,29,5.800000000000001
2013,1,4,11,30,205,762,28.3,750,0,0,1.6,205,762,0,750,17.830000000000002,44.27,0.32,960,1.2000000000000002,34,6
2013,1,4,12,30,226,784,30.6,848,0,0,1.8,226,784,0,848,15.83,37.53,0.32,959,1.1,35,5.9
2013,1,4,13,30,237,778,32,867,0,0,0.8,237,778,0,867,13.63,35.910000000000004,0.32,958,1.1,34,5.7
2013,1,4,14,30,235,748,32.6,808,0,0,-0.30000000000000004,235,748,0,808,12.18,40.02,0.32,957,1.1,33,5.6000000000000005
2013,1,4,15,30,227,677,32.6,676,0,0,-1.2000000000000002,227,677,0,676,11.39,48.42,0.32,956,1,31,5.5
2013,1,4,16,30,195,568,31.700000000000003,485,0,0,-1.9000000000000001,195,568,0,485,11.4,59.300000000000004,0.32,956,1,30,5.1000000000000005
2013,1,4,17,30,140,375,29.1,259,0,0,-1.8,140,375,0,259,13.3,71.53,0.32,956,1,27,3.8000000000000003
2013,1,4,18,30,41,56,25,46,0,0,-1,41,56,0,46,17.96,84.44,0.32,957,0.9,21,2.4000000000000004
2013,1,4,19,30,0,0,23.3,0,0,0,-1.5,0,0,0,0,19.19,98.02,0.32,957,0.9,17,2.5
2013,1,4,20,30,0,0,22.400000000000002,0,0,0,-1.9000000000000001,0,0,0,0,19.71,111.71000000000001,0.32,958,0.9,13,2.8000000000000003
2013,1,4,21,30,0,0,21.6,0,0,0,-2.1,0,0,0,0,20.38,125.52,0.32,958,0.9,10,3
2013,1,4,22,30,0,0,20.8,0,0,0,-2.1,0,0,0,0,21.38,139.34,0.32,958,1,6,3.4000000000000004
2013,1,4,23,30,0,0,19.900000000000002,0,0,0,-2,0,0,0,0,22.79,152.92000000000002,0.32,958,1,3,3.7
2013,1,5,0,30,0,0,18.900000000000002,0,0,0,-2,0,0,0,0,24.25,165.36,0.32,958,1,90,3.8000000000000003
2013,1,5,1,30,0,0,17.8,0,0,0,-2.3000000000000003,0,0,0,0,25.32,169.97,0.32,958,0.9,357,3.8000000000000003
2013,1,5,2,30,0,0,16.8,0,0,0,-3,0,0,0,0,25.580000000000002,160.18,0.32,957,0.9,355,3.7
2013,1,5,3,30,0,0,15.9,0,0,0,-4,0,0,0,0,25.240000000000002,147,0.32,957,0.9,354,3.6
2013,1,5,4,30,0,0,15.100000000000001,0,0,0,-5,0,0,0,0,24.6,133.27,0.32,958,0.9,352,3.5
2013,1,5,5,30,0,0,14.3,0,0,0,-6,0,0,0,0,24.080000000000002,119.43,0.32,958,0.9,351,3.4000000000000004
2013,1,5,6,30,0,0,13.8,0,0,0,-6.800000000000001,0,0,0,0,23.43,105.65,0.32,959,0.9,350,3.3000000000000003
2013,1,5,7,30,0,0,14,0,0,0,-7.300000000000001,0,0,0,0,22.12,92.05,0.32,959,1,350,3.7
2013,1,5,8,30,80,324,16.1,143,0,0,-7.7,80,324,0,143,18.79,78.69,0.32,960,1,353,4.1000000000000005
2013,1,5,9,30,134,595,19.6,376,0,0,-7.6000000000000005,134,595,0,376,15.16,66,0.32,960,1.1,275,4.3
2013,1,5,10,30,169,722,23.5,591,0,0,-6.800000000000001,169,722,0,591,12.68,54.24,0.32,960,1.1,22,5.4
2013,1,5,11,30,196,780,26.5,755,0,0,-5.5,196,780,0,755,11.74,44.24,0.32,959,1.1,31,5.6000000000000005
2013,1,5,12,30,191,843,28.8,861,0,0,-5.6000000000000005,191,843,0,861,10.16,37.46,0.32,958,1.2000000000000002,35,5.300000000000001
2013,1,5,13,30,201,837,30.5,880,0,0,-6.2,201,837,0,880,8.84,35.79,0.32,957,1.2000000000000002,37,5
2013,1,5,14,30,201,809,31.400000000000002,822,0,0,-6.4,201,809,0,822,8.290000000000001,39.87,0.32,956,1.2000000000000002,35,4.5
2013,1,5,15,30,146,847,31.6,710,0,0,-6.300000000000001,146,847,0,710,8.22,48.26,0.32,955,1.2000000000000002,31,4.1000000000000005
2013,1,5,16,30,129,757,30.900000000000002,517,0,0,-6.2,129,757,0,517,8.61,59.160000000000004,0.32,955,1.2000000000000002,26,3.5
2013,1,5,17,30,99,579,28.3,284,0,0,-4.5,99,579,0,284,11.39,71.39,0.32,955,1.2000000000000002,20,2.4000000000000004
2013,1,5,18,30,42,179,24,59,0,0,-2.6,42,179,0,59,17.01,84.31,0.32,956,1.2000000000000002,14,1.5
2013,1,5,19,30,0,0,22.3,0,0,0,-3.2,0,0,0,0,17.96,97.89,0.32,956,1.2000000000000002,9,1.7000000000000002
2013,1,5,20,30,0,0,21.3,0,0,0,-3.5,0,0,0,0,18.740000000000002,111.59,0.32,957,1.2000000000000002,94,1.8
2013,1,5,21,30,0,0,20.400000000000002,0,0,0,-3.6,0,0,0,0,19.62,125.42,0.32,957,1.2000000000000002,357,2
2013,1,5,22,30,0,0,19.5,0,0,0,-3.5,0,0,0,0,20.81,139.25,0.32,957,1.3,349,2.2
2013,1,5,23,30,0,0,18.6,0,0,0,-3.3000000000000003,0,0,0,0,22.39,152.85,0.32,957,1.3,343,2.5
2013,1,6,0,30,0,0,17.7,0,0,0,-3,0,0,0,0,24.25,165.35,0.32,957,1.3,339,2.8000000000000003
2013,1,6,1,30,0,0,16.900000000000002,0,0,0,-2.8000000000000003,0,0,0,0,25.86,170.11,0.32,957,1.4000000000000001,338,3.1
2013,1,6,2,30,0,0,16.2,0,0,0,-2.8000000000000003,0,0,0,0,27.09,160.32,0.32,957,1.4000000000000001,339,3.2
2013,1,6,3,30,0,0,15.5,0,0,0,-2.9000000000000004,0,0,0,0,28.19,147.12,0.32,957,1.4000000000000001,340,3.2
2013,1,6,4,30,0,0,14.8,0,0,0,-2.9000000000000004,0,0,0,0,29.29,133.38,0.32,958,1.4000000000000001,342,3
2013,1,6,5,30,0,0,14.100000000000001,0,0,0,-3,0,0,0,0,30.41,119.53,0.32,958,1.4000000000000001,345,2.6
2013,1,6,6,30,0,0,13.600000000000001,0,0,0,-3.1,0,0,0,0,31.310000000000002,105.74000000000001,0.32,959,1.4000000000000001,348,2.5
2013,1,6,7,30,0,0,14.100000000000001,0,0,0,-3.1,0,0,0,0,30.35,92.12,0.32,959,1.4000000000000001,351,3
2013,1,6,8,30,80,303,16.5,139,0,0,-2.9000000000000004,80,303,0,139,26.37,78.75,0.32,960,1.5,264,3.8000000000000003
2013,1,6,9,30,134,582,20,371,0,0,-2.3000000000000003,134,582,0,371,22.1,66.03,0.32,960,1.5,4,4.1000000000000005
2013,1,6,10,30,168,713,23.700000000000003,585,0,0,-1.7000000000000002,168,713,0,585,18.43,54.25,0.32,960,1.5,17,5
2013,1,6,11,30,194,772,26.700000000000003,748,0,0,-2,194,772,0,748,15.07,44.22,0.32,960,1.5,23,5
2013,1,6,12,30,218,785,29,842,0,0,-2.4000000000000004,218,785,0,842,12.84,37.38,0.32,958,1.5,26,4.5
2013,1,6,13,30,232,773,30.6,860,0,0,-2.8000000000000003,232,773,0,860,11.38,35.660000000000004,0.32,957,1.5,26,3.9000000000000004
2013,1,6,14,30,234,737,31.3,801,0,0,-3,234,737,0,801,10.73,39.72,0.32,956,1.5,26,3.4000000000000004
2013,1,6,15,30,203,718,31.400000000000002,682,0,0,-3.1,203,718,0,682,10.57,48.11,0.32,956,1.5,24,3
2013,1,6,16,30,178,612,30.6,494,0,0,-3.1,178,612,0,494,11.06,59.01,0.32,956,1.4000000000000001,20,2.7
2013,1,6,17,30,132,414,28.200000000000003,265,0,0,-1.6,132,414,0,265,14.25,71.25,0.32,956,1.4000000000000001,17,1.9000000000000001
2013,1,6,18,30,44,68,24.200000000000003,51,0,0,-0.30000000000000004,44,68,0,51,19.82,84.18,0.32,957,1.4000000000000001,13,1.5
2013,1,6,19,30,0,0,22.6,0,0,0,-0.9,0,0,0,0,20.89,97.77,0.32,958,1.4000000000000001,8,1.7000000000000002
2013,1,6,20,30,0,0,21.8,0,0,0,-0.9,0,0,0,0,21.92,111.48,0.32,958,1.5,92,2.1
2013,1,6,21,30,0,0,21.200000000000003,0,0,0,-0.7000000000000001,0,0,0,0,23.09,125.32000000000001,0.32,959,1.5,354,2.8000000000000003
2013,1,6,22,30,0,0,20.5,0,0,0,-0.5,0,0,0,0,24.46,139.16,0.32,959,1.5,347,3.9000000000000004
2013,1,6,23,30,0,0,19.5,0,0,0,-0.5,0,0,0,0,26.11,152.79,0.32,959,1.5,344,4.7
2013,1,7,0,30,0,0,18.3,0,0,0,-0.5,0,0,0,0,28.02,165.34,0.32,959,1.6,344,4.7
2013,1,7,1,30,0,0,17.3,0,0,0,-0.6000000000000001,0,0,0,0,29.71,170.26,0.32,959,1.7000000000000002,347,4.4
2013,1,7,2,30,0,0,16.5,0,0,0,-0.6000000000000001,0,0,0,0,31.17,160.47,0.32,959,1.7000000000000002,349,4.2
2013,1,7,3,30,0,0,15.9,0,0,0,-0.7000000000000001,0,0,0,0,32.32,147.25,0.32,959,1.8,352,3.9000000000000004
2013,1,7,4,30,0,0,15.3,0,0,0,-0.7000000000000001,0,0,0,0,33.56,133.48,0.32,960,1.9000000000000001,355,3.6
2013,1,7,5,30,0,0,14.8,0,0,0,-0.6000000000000001,0,0,0,0,34.74,119.62,0.32,961,1.9000000000000001,357,3.4000000000000004
2013,1,7,6,30,0,0,14.3,0,0,0,-0.5,0,0,0,0,36.1,105.82000000000001,0.32,961,2,358,3.3000000000000003
2013,1,7,7,30,0,0,14.700000000000001,0,0,0,-0.4,0,0,0,0,35.59,92.19,0.32,962,2,271,3.7
2013,1,7,8,30,89,200,16.8,128,0,0,-0.1,89,200,0,128,31.810000000000002,78.8,0.32,963,2.1,9,5
2013,1,7,9,30,163,459,19.6,350,0,0,0.30000000000000004,163,459,0,350,27.45,66.07000000000001,0.32,963,2.1,19,5.9
2013,1,7,10,30,212,590,22.3,557,0,0,0.4,212,590,0,557,23.41,54.26,0.32,963,2.1,23,5.800000000000001
2013,1,7,11,30,246,657,24.400000000000002,718,0,0,0.30000000000000004,246,657,0,718,20.44,44.18,0.32,962,2.1,23,5.4
2013,1,7,12,30,265,691,26.200000000000003,814,0,0,0.2,265,691,0,814,18.25,37.300000000000004,0.32,961,2.1,21,5.2
2013,1,7,13,30,273,691,27.6,836,0,0,0.1,273,691,0,836,16.740000000000002,35.52,0.32,960,2.1,20,5
2013,1,7,14,30,269,666,28.5,782,0,0,0.1,269,666,0,782,15.85,39.56,0.32,959,2,18,4.9
2013,1,7,15,30,186,739,28.900000000000002,681,0,0,0.1,186,739,0,681,15.450000000000001,47.95,0.32,958,2,17,4.800000000000001
2013,1,7,16,30,166,635,28.3,494,0,0,0,166,635,0,494,15.92,58.85,0.32,958,1.9000000000000001,18,4.5
2013,1,7,17,30,126,439,26.400000000000002,268,0,0,0,126,439,0,268,17.84,71.11,0.32,958,1.9000000000000001,18,3.6
2013,1,7,18,30,46,83,23.1,54,0,0,0.7000000000000001,46,83,0,54,22.76,84.05,0.32,959,1.8,18,2.1
2013,1,7,19,30,0,0,21.6,0,0,0,0.4,0,0,0,0,24.44,97.65,0.32,959,1.8,15,2.4000000000000004
2013,1,7,20,30,0,0,20.8,0,0,0,0.1,0,0,0,0,25.16,111.37,0.32,960,1.8,12,2.9000000000000004
2013,1,7,21,30,0,0,20,0,0,0,-0.2,0,0,0,0,25.85,125.22,0.32,961,1.8,9,3.3000000000000003
2013,1,7,22,30,0,0,19.1,0,0,0,-0.5,0,0,0,0,26.69,139.07,0.32,961,1.8,5,3.6
2013,1,7,23,30,0,0,18.2,0,0,0,-0.9,0,0,0,0,27.490000000000002,152.73,0.32,961,1.8,3,3.8000000000000003
2013,1,8,0,30,0,0,17.3,0,0,0,-1.3,0,0,0,0,28.3,165.34,0.32,961,1.8,91,3.7
2013,1,8,1,30,0,0,16.400000000000002,0,0,0,-1.6,0,0,0,0,29.150000000000002,170.41,0.32,960,1.8,359,3.6
2013,1,8,2,30,0,0,15.700000000000001,0,0,0,-1.9000000000000001,0,0,0,0,29.82,160.61,0.32,960,1.8,357,3.5
2013,1,8,3,30,0,0,15,0,0,0,-2.1,0,0,0,0,30.72,147.37,0.32,960,1.8,356,3.3000000000000003
2013,1,8,4,30,0,0,14.4,0,0,0,-2.2,0,0,0,0,31.71,133.59,0.32,960,1.8,355,3.1
2013,1,8,5,30,0,0,13.8,0,0,0,-2.2,0,0,0,0,32.980000000000004,119.71000000000001,0.32,961,1.8,356,2.9000000000000004
2013,1,8,6,30,0,0,13.4,0,0,0,-2.2,0,0,0,0,33.95,105.9,0.32,961,1.8,357,2.9000000000000004
2013,1,8,7,30,0,0,13.9,0,0,0,-2.1,0,0,0,0,33.04,92.25,0.32,962,1.8,270,3.3000000000000003
2013,1,8,8,30,84,261,16.1,134,0,0,-2,84,261,0,134,28.88,78.85000000000001,0.32,962,1.8,7,4.4
2013,1,8,9,30,145,534,19.400000000000002,361,0,0,-1.9000000000000001,145,534,0,361,23.57,66.1,0.32,962,1.9000000000000001,20,5.5
2013,1,8,10,30,182,669,22.3,573,0,0,-2,182,669,0,573,19.66,54.26,0.32,962,1.9000000000000001,24,5.6000000000000005
2013,1,8,11,30,206,741,24.700000000000003,738,0,0,-2,206,741,0,738,16.96,44.14,0.32,961,1.9000000000000001,23,5.4
2013,1,8,12,30,210,792,26.700000000000003,841,0,0,-2,210,792,0,841,15.1,37.21,0.32,960,1.9000000000000001,19,5.2
2013,1,8,13,30,217,790,28.200000000000003,861,0,0,-1.9000000000000001,217,790,0,861,13.96,35.38,0.32,959,2,13,5.1000000000000005
2013,1,8,14,30,216,762,29.1,805,0,0,-1.7000000000000002,216,762,0,805,13.43,39.39,0.32,958,2,7,5.1000000000000005
2013,1,8,15,30,181,751,29.200000000000003,686,0,0,-1.5,181,751,0,686,13.51,47.78,0.32,957,2,91,5.2
2013,1,8,16,30,162,644,28.6,497,0,0,-1.4000000000000001,162,644,0,497,14.15,58.7,0.32,958,2,358,5.1000000000000005
2013,1,8,17,30,126,441,26.8,270,0,0,-1.1,126,441,0,270,15.99,70.97,0.32,958,2,357,4.3
2013,1,8,18,30,45,82,23.8,54,0,0,-0.4,45,82,0,54,20.19,83.92,0.32,959,2,356,2.8000000000000003
2013,1,8,19,30,0,0,22.1,0,0,0,-0.30000000000000004,0,0,0,0,22.6,97.53,0.32,959,2,355,2.7
2013,1,8,20,30,0,0,21.200000000000003,0,0,0,-0.2,0,0,0,0,24,111.26,0.32,960,2,353,3
2013,1,8,21,30,0,0,20.3,0,0,0,-0.1,0,0,0,0,25.560000000000002,125.12,0.32,960,2,351,3.3000000000000003
2013,1,8,22,30,0,0,19.400000000000002,0,0,0,0.1,0,0,0,0,27.35,138.99,0.32,961,2,350,3.6
2013,1,8,23,30,0,0,18.5,0,0,0,0.2,0,0,0,0,29.22,152.67000000000002,0.32,960,2,349,3.8000000000000003
2013,1,9,0,30,0,0,17.7,0,0,0,0.30000000000000004,0,0,0,0,30.93,165.34,0.32,960,2,350,3.8000000000000003
2013,1,9,1,30,0,0,16.900000000000002,0,0,0,0.30000000000000004,0,0,0,0,32.53,170.57,0.32,960,1.9000000000000001,351,3.9000000000000004
